season,episode,timestamp,description
2,12,31:20,"<pre>Shawn: Alright, well, at least that give us the how. Now we just gotta figure out the why. Which reminds me Gus, will you please get us those tickets for The Who?
Gus: Where?</pre> *points*"
3,5,14:40,"<pre>Shawn: How come you're not as excited as I am?
Gus: Because I'm not a raccoon.
Shawn: You look like a raccoon.</pre> *points*"
