season,episode,timestamp,description
1,2,15:30,"Gus uses the super smeller in the spellmaster's booth. <pre>Gus: You smell that?
Shawn: Dude, don't look at me.
Gus: It's sulfuric.
Shawn: Gus, I am not the one who had the egg salad.
Gus: No, no, no. We manufactured something last year, heavy stuff. When it starts to go bad, smelled the same. You could pick out a bottle across the warehouse.
Shawn: I can't smell anything!
Gus: Well, you don't have the supersmeller.
Shawn: Gus! You have got to stop calling your nose the supersmeller.</pre>"
